ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area
"18.04","3",Brooklyn,"001804","3001804",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001804",11940.6183151999994151992723345756531,3642808.8531200001016259193420410156250
"18.03","3",Brooklyn,"001803","3001803",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001803",29212.3843588000017916783690452575684,6887216.9745300002396106719970703125000
"18.02","3",Brooklyn,"001802","3001802",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001802",17353.1404714999989664647728204727173,6395102.6452999999746680259704589843750
"399","3",Brooklyn,"039900","3039900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039900",6391.3487471899998126900754868984222,1627809.1794400000944733619689941406250
"398","3",Brooklyn,"039800","3039800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039800",7062.9373800399998799548484385013580,2184133.4657000000588595867156982421875
"397","3",Brooklyn,"039700","3039700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039700",6560.6817201300000306218862533569336,1712820.5001900000497698783874511718750
"396","3",Brooklyn,"039600","3039600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039600",5569.9602125999999771011061966419220,1757819.2531399999279528856277465820312
"403","3",Brooklyn,"040300","3040300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040300",6937.0177080499997828155755996704102,2208072.0050699999555945396423339843750
"402","3",Brooklyn,"040200","3040200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040200",5858.2721523099999103578738868236542,2126179.9129200000315904617309570312500
"401","3",Brooklyn,"040100","3040100",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040100",5246.2999120000004040775820612907410,1718319.0317299999296665191650390625000
"400","3",Brooklyn,"040000","3040000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040000",6639.7637023200004477985203266143799,2058373.1204800000414252281188964843750
"407","3",Brooklyn,"040700","3040700",,The Evergreens Cemetery,BK0471,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040700",10950.2093498999984149122610688209534,5585573.1867800001055002212524414062500
"406","3",Brooklyn,"040600","3040600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040600",5563.9659442499996657716110348701477,1584439.8234699999447911977767944335938
"405","3",Brooklyn,"040500","3040500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040500",5083.9778014499997880193404853343964,1496440.3169199998956173658370971679688
"404","3",Brooklyn,"040400","3040400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040400",7953.5416544600002453080378472805023,1653839.7904600000474601984024047851562
"411","3",Brooklyn,"041100","3041100",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041100",4966.6630098499999803607352077960968,1433607.1524400000926107168197631835938
"410","3",Brooklyn,"041000","3041000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041000",5990.2649637100003019440919160842896,1537209.6233800000045448541641235351562
"409","3",Brooklyn,"040900","3040900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040900",5315.5379763800001455820165574550629,1773606.9917899998836219310760498046875
"408","3",Brooklyn,"040800","3040800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040800",5644.7222326900000552996061742305756,1652207.6340000000782310962677001953125
"414.02","3",Brooklyn,"041402","3041402",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041402",5695.7663185399997018976137042045593,1659482.1308699999935925006866455078125
"414.01","3",Brooklyn,"041401","3041401",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041401",5189.9690590800000791205093264579773,1454192.4173900000751018524169921875000
"413","3",Brooklyn,"041300","3041300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041300",5284.9026250999995681922882795333862,1745182.8634500000625848770141601562500
"412","3",Brooklyn,"041200","3041200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041200",5466.7829936600001019542105495929718,1780125.3154700000304728746414184570312
"418","3",Brooklyn,"041800","3041800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041800",6582.8651058699997520307078957557678,1773170.3844999999273568391799926757812
"417","3",Brooklyn,"041700","3041700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041700",5025.0152192499999728170223534107208,1519400.5948099999222904443740844726562
"416","3",Brooklyn,"041600","3041600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041600",6169.2807813199997326591983437538147,1749784.4997900000307708978652954101562
"415","3",Brooklyn,"041500","3041500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041500",5326.7249086700003317673690617084503,1750287.7437499999068677425384521484375
"422","3",Brooklyn,"042200","3042200",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042200",6172.1089075999998385668732225894928,2443185.6151999998837709426879882812500
"421","3",Brooklyn,"042100","3042100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042100",5252.7717091399999844725243747234344,1651413.3340799999423325061798095703125
"420","3",Brooklyn,"042000","3042000",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042000",6966.6542716000003565568476915359497,1820928.7879900000989437103271484375000
"419","3",Brooklyn,"041900","3041900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041900",5222.7002546000003349035978317260742,1646861.6882400000467896461486816406250
"426","3",Brooklyn,"042600","3042600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042600",5548.5807527799997842521406710147858,1829969.1764799999073147773742675781250
"425","3",Brooklyn,"042500","3042500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042500",5251.9400093800004469812847673892975,1806380.0242900000885128974914550781250
"424","3",Brooklyn,"042400","3042400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042400",6586.2006924999996044789440929889679,1733612.8618000000715255737304687500000
"423","3",Brooklyn,"042300","3042300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042300",5572.2349812599995857453905045986176,1961468.1975000000093132257461547851562
"359","3",Brooklyn,"035900","3035900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035900",6513.2535244399996372521854937076569,1955169.2325200000777840614318847656250
"357.02","3",Brooklyn,"035702","3035702",,Lincoln Terrace Park,BK0891,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035702",4568.6169377500000337022356688976288,1214617.1746300000231713056564331054688
"357.01","3",Brooklyn,"035701","3035701",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035701",3483.2984296499998890794813632965088,750004.9026430000085383653640747070312
"356.02","3",Brooklyn,"035602","3035602",,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035602",5704.6705981300001440104097127914429,1843967.1378899998962879180908203125000
"362","3",Brooklyn,"036200","3036200",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036200",6480.7070120799999131122604012489319,1845171.6431799998972564935684204101562
"361","3",Brooklyn,"036100","3036100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036100",6064.7003266800002165837213397026062,1524420.5007299999706447124481201171875
"360.02","3",Brooklyn,"036002","3036002",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036002",3860.1479648700001234828960150480270,924234.9630680000409483909606933593750
"360.01","3",Brooklyn,"036001","3036001",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036001",4459.3034811799998351489193737506866,1019097.0944300000555813312530517578125
"367","3",Brooklyn,"036700","3036700",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036700",5879.1852805500002432381734251976013,1961097.7972999999765306711196899414062
"365.01","3",Brooklyn,"036501","3036501",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036501",5469.2748221900001226458698511123657,1367343.9644500000867992639541625976562
"364","3",Brooklyn,"036400","3036400",,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036400",5980.1826191399995877873152494430542,1539580.4380900000687688589096069335938
"363","3",Brooklyn,"036300","3036300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036300",8492.8679979400003503542393445968628,2786930.3068200000561773777008056640625
"373","3",Brooklyn,"037300","3037300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037300",6148.2694221100000504520721733570099,1838509.7460600000340491533279418945312
"371","3",Brooklyn,"037100","3037100",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037100",5779.4923297599998477380722761154175,2037041.3405599999241530895233154296875
"370","3",Brooklyn,"037000","3037000",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037000",7840.7223143900000650319270789623260,3617885.9856099998578429222106933593750
"369","3",Brooklyn,"036900","3036900",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036900",7215.2558331199998065130785107612610,2433755.7391599998809397220611572265625
"377","3",Brooklyn,"037700","3037700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037700",5741.1817949099995530559681355953217,2047553.7472099999431520700454711914062
"375","3",Brooklyn,"037500","3037500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037500",5943.2105163599999286816455423831940,1708659.7439200000371783971786499023438
"374.02","3",Brooklyn,"037402","3037402",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037402",7628.9351121600002443301491439342499,3270016.0854000002145767211914062500000
"374.01","3",Brooklyn,"037401","3037401",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037401",6927.2043277499997202539816498756409,2422862.8043900001794099807739257812500
"383","3",Brooklyn,"038300","3038300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038300",5635.0468422900003133690916001796722,1878496.9118099999614059925079345703125
"382","3",Brooklyn,"038200","3038200",,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047038200",6156.2441304399999353336170315742493,2524535.3118799999356269836425781250000
"381","3",Brooklyn,"038100","3038100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038100",6810.1209367399997063330374658107758,2579146.0909099997952580451965332031250
"379","3",Brooklyn,"037900","3037900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037900",5654.3809922800001004361547529697418,1978231.3123600000981241464614868164062
"389","3",Brooklyn,"038900","3038900",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047038900",6785.3795434900002874201163649559021,1753535.4712300000246614217758178710938
"388","3",Brooklyn,"038800","3038800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038800",5947.0562442899999950896017253398895,2130565.6963399997912347316741943359375
"386","3",Brooklyn,"038600","3038600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038600",7289.7242418100004215375520288944244,2704671.0151200001128017902374267578125
"385","3",Brooklyn,"038500","3038500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038500",5637.0361543299995901179499924182892,1877794.4242899999953806400299072265625
"394","3",Brooklyn,"039400","3039400",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039400",7000.1652550799999517039395868778229,2067691.6250799999106675386428833007812
"392","3",Brooklyn,"039200","3039200",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039200",5599.3112153199999738717451691627502,1875666.6055199999827891588211059570312
"391","3",Brooklyn,"039100","3039100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039100",6244.8334674400002768379636108875275,1788881.2543899999000132083892822265625
"390","3",Brooklyn,"039000","3039000",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039000",6671.6347593099999357946217060089111,1871799.7244599999394267797470092773438
"470","3",Brooklyn,"047000","3047000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047000",7325.2478436600003988132812082767487,1966226.0092700000386685132980346679688
"468","3",Brooklyn,"046800","3046800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046800",8979.0005924500001128762960433959961,3193544.1900399997830390930175781250000
"464","3",Brooklyn,"046400","3046400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046400",6253.5340186800003721145913004875183,1762932.8318900000303983688354492187500
"462.02","3",Brooklyn,"046202","3046202",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046202",7378.2357620800003132899291813373566,1866157.4559899999294430017471313476562
"477","3",Brooklyn,"047700","3047700",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047047700",8710.5298512099998333724215626716614,2342850.5652800002135336399078369140625
"476","3",Brooklyn,"047600","3047600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047600",7553.3806062599996948847547173500061,2236222.6079299999400973320007324218750
"474","3",Brooklyn,"047400","3047400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047400",6422.1042653799995605368167161941528,1892923.3161500000860542058944702148438
"472","3",Brooklyn,"047200","3047200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047200",6789.7404389100001935730688273906708,1850619.2504900000058114528656005859375
"482","3",Brooklyn,"048200","3048200",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048200",6712.5157132300000739633105695247650,2121452.6644199998117983341217041015625
"481","3",Brooklyn,"048100","3048100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048100",5314.7393696299996008747257292270660,1629522.2107700000051409006118774414062
"480","3",Brooklyn,"048000","3048000",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048000",5432.2445862399999896297231316566467,1643769.3723599999211728572845458984375
"478","3",Brooklyn,"047800","3047800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047800",6946.9303784800003995769657194614410,2380722.0147699997760355472564697265625
"488","3",Brooklyn,"048800","3048800",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048800",6228.7543501800000740331597626209259,1542860.2126599999610334634780883789062
"486","3",Brooklyn,"048600","3048600",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048600",7156.6595356899997568689286708831787,1888238.8524899999611079692840576171875
"485","3",Brooklyn,"048500","3048500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048500",11719.1998106999999436084181070327759,6259294.1814299998804926872253417968750
"484","3",Brooklyn,"048400","3048400",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048400",6302.7180569100000866455957293510437,2251840.7320400001481175422668457031250
"492","3",Brooklyn,"049200","3049200",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049200",8133.9730104000000210362486541271210,1780102.5331500000320374965667724609375
"491","3",Brooklyn,"049100","3049100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049100",7405.1087642700003925710916519165039,2294137.5317099997773766517639160156250
"490","3",Brooklyn,"049000","3049000",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049000",6705.7200076999997691018506884574890,2074872.3707900000736117362976074218750
"489","3",Brooklyn,"048900","3048900",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048900",4061.3107198399998196691740304231644,985798.4154720000224187970161437988281
"495","3",Brooklyn,"049500","3049500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049500",4737.9781994900004065129905939102173,1389722.7499899999238550662994384765625
"494","3",Brooklyn,"049400","3049400",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049400",5704.7682657400000607594847679138184,1970839.6889800000935792922973632812500
"493.02","3",Brooklyn,"049302","3049302",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049302",5565.4406172999997579609043896198273,1724511.6779000000096857547760009765625
"493.01","3",Brooklyn,"049301","3049301",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049301",3434.6117306199998893134761601686478,730013.0267389999935403466224670410156
"499","3",Brooklyn,"049900","3049900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049900",5028.1915467600001647952012717723846,1530256.7820299998857080936431884765625
"498","3",Brooklyn,"049800","3049800",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049800",7162.9164598199995452887378633022308,2199772.1077899998053908348083496093750
"497","3",Brooklyn,"049700","3049700",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049700",5956.0570757100003902451135218143463,1772556.7143800000194460153579711914062
"496","3",Brooklyn,"049600","3049600",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049600",7240.5708650500000658212229609489441,2184807.4835100001655519008636474609375
"504.02","3",Brooklyn,"050402","3050402",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050402",4154.4572381199996016221120953559875,916214.4616410000016912817955017089844
"503","3",Brooklyn,"050300","3050300",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050300",5030.7882588200000100187025964260101,1348755.4214900000952184200286865234375
"501","3",Brooklyn,"050100","3050100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050100",6239.7486009599997487384825944900513,1857455.9496500000823289155960083007812
"500.02","3",Brooklyn,"050002","3050002",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050002",3246.9808663200001319637522101402283,661680.2037919999565929174423217773438
"430","3",Brooklyn,"043000","3043000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043000",6283.8513186199998017400503158569336,1721309.8363099999260157346725463867188
"429","3",Brooklyn,"042900","3042900",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042900",5385.1711600799999359878711402416229,1809836.5890399999916553497314453125000
"428","3",Brooklyn,"042800","3042800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042800",6669.6455812800004423479549586772919,1773181.7073099999688565731048583984375
"427","3",Brooklyn,"042700","3042700",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042700",5232.0767172799996842513792216777802,1595262.2454800000414252281188964843750
"434","3",Brooklyn,"043400","3043400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043400",5543.2115999099996770382858812808990,1509164.7118800000753253698348999023438
"433","3",Brooklyn,"043300","3043300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043300",5387.2012847300002249539829790592194,1810979.3596600000746548175811767578125
"432","3",Brooklyn,"043200","3043200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043200",5546.2401084200000696000643074512482,1594317.0909800000954419374465942382812
"431","3",Brooklyn,"043100","3043100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043100",5386.7997582799998781410977244377136,1810786.7640899999532848596572875976562
"438","3",Brooklyn,"043800","3043800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047043800",5435.9419757400000889902003109455109,1671530.5919500000309199094772338867188
"437","3",Brooklyn,"043700","3043700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043700",5385.6593779200002245488576591014862,1809983.8925699999090284109115600585938
"436","3",Brooklyn,"043600","3043600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043600",5828.1434977199996865238063037395477,1480301.6971599999815225601196289062500
"435","3",Brooklyn,"043500","3043500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043500",5385.0516182100000150967389345169067,1810895.2732800000812858343124389648438
"442","3",Brooklyn,"044200","3044200",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044200",6808.8689663699997254298068583011627,1969036.0379699999466538429260253906250
"441","3",Brooklyn,"044100","3044100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044100",5513.9111610600002677529118955135345,1528572.5937399999238550662994384765625
"440","3",Brooklyn,"044000","3044000",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044000",6721.5084678299999723094515502452850,2173529.6059200000017881393432617187500
"439","3",Brooklyn,"043900","3043900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043900",8162.5033427300004404969513416290283,2152392.9129099999554455280303955078125
"446","3",Brooklyn,"044600","3044600",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044600",6422.3460530700003801030106842517853,1523482.7197199999354779720306396484375
"445","3",Brooklyn,"044500","3044500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044500",5590.8545467699996152077801525592804,1827455.9032999998889863491058349609375
"444","3",Brooklyn,"044400","3044400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044400",6032.5357130000002143788151443004608,1878089.9708899999968707561492919921875
"443","3",Brooklyn,"044300","3044300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044300",5552.1726926600003935163840651512146,1805749.9263800000771880149841308593750
"449.02","3",Brooklyn,"044902","3044902",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047044902",32966.3259925000020302832126617431641,18813945.3597999997437000274658203125000
"449.01","3",Brooklyn,"044901","3044901",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047044901",9720.7301317599994945339858531951904,4142652.5876899999566376209259033203125
"448","3",Brooklyn,"044800","3044800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044800",7926.5873546299999361508525907993317,2419978.3432399998418986797332763671875
"447","3",Brooklyn,"044700","3044700",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044700",5524.5164878699997643707320094108582,1752244.6195900000166147947311401367188
"454","3",Brooklyn,"045400","3045400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045400",6358.0123188500001560896635055541992,1423881.8784900000318884849548339843750
"453","3",Brooklyn,"045300","3045300",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047045300",8849.8855992400003742659464478492737,3440160.2138999998569488525390625000000
"452","3",Brooklyn,"045200","3045200",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045200",7171.8388698999997359351254999637604,2005613.0520999999716877937316894531250
"450","3",Brooklyn,"045000","3045000",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045000",6231.1710663599997133133001625537872,2370291.9626199998892843723297119140625
"462.01","3",Brooklyn,"046201","3046201",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046201",4984.0994337299998733215034008026123,1381203.8076500000897794961929321289062
"460","3",Brooklyn,"046000","3046000",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046000",9311.9599753100010275375097990036011,2107798.1396200000308454036712646484375
"458","3",Brooklyn,"045800","3045800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045800",7163.6242409300002691452391445636749,1928211.6413900000043213367462158203125
"456","3",Brooklyn,"045600","3045600",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045600",6877.0538977699998213211074471473694,1653625.1308800000697374343872070312500
"257","3",Brooklyn,"025700","3025700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025700",6440.9123952600002667168155312538147,1949087.1153500000946223735809326171875
"256","3",Brooklyn,"025600","3025600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025600",6363.8239185499996892758645117282867,1868287.0481499999295920133590698242188
"255","3",Brooklyn,"025500","3025500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025500",5088.5537259399998220033012330532074,1492220.4406600000802427530288696289062
