"crash_date","latitude","longitude","collision_id"
2015-12-28,40.698677,-73.9588584,3362010
2015-12-29,40.6775205,-73.9108136,3362538
2015-12-25,40.6485325,-73.9582623,3361961
2015-12-29,40.5958089,-73.9420303,3361902
2015-12-27,40.64271,-73.9942743,3360755
2015-12-30,40.681804,-73.9498624,3362590
2015-12-25,40.7070105,-73.9465215,3360068
2015-12-27,40.6960144,-73.9215211,3361477
2015-12-29,40.5852064,-73.928589,3362466
2015-12-27,40.6835047,-73.9115123,3362539
2015-12-25,40.6183407,-74.0301743,3360034
2015-12-28,40.6920346,-73.9456428,3362012
2015-12-24,40.6208888,-74.0362559,3361942
2015-12-27,40.6915042,-73.9095509,3361476
2015-12-25,40.6752029,-73.9500007,3360341
2015-12-23,40.7004248,-73.9443882,3360828
2015-12-28,40.6788368,-73.9957926,3361437
2015-12-29,40.6725157,-73.9335533,3362570
2015-12-30,40.5941242,-73.9377793,3363017
2015-12-25,40.6446236,-73.9031102,3360303
2015-12-27,40.644042,-73.8775195,3360812
2015-12-28,40.6343541,-73.9420113,3361361
2015-12-24,40.6824939,-73.9796145,3359608
2015-12-28,40.7058889,-73.9429661,3361498
2015-12-26,40.6742683,-73.8706792,3360808
2015-12-30,40.6299872,-73.9715677,3363512
2015-12-26,40.6847357,-73.9504443,3361453
2015-12-30,40.5757529,-73.9623971,3362464
2015-12-25,40.6337239,-74.0238834,3360032
2015-12-29,40.6763934,-73.9718868,3362009
2015-12-24,40.5995975,-73.9494488,3359988
2015-12-30,40.6707925,-73.9032704,3362544
2015-12-28,40.7254356,-73.9517381,3362046
2015-12-24,40.7039488,-73.9748002,3359637
2015-12-24,40.6022694,-73.9460976,3359463
2015-12-27,40.6536234,-73.9335108,3361354
2015-12-29,40.6809026,-73.9316485,3362021
2015-12-29,40.7016172,-73.9148496,3362028
2015-12-31,40.6170038,-73.9691095,3363046
2015-12-28,40.5753038,-73.976609,3361312
2015-12-31,40.6374039,-74.0111551,3363520
2015-12-31,40.6360253,-73.8950519,3363072
2015-12-29,40.6582963,-73.9310841,3361975
2015-12-24,40.5961418,-73.9938462,3360001
2015-12-28,40.699628,-73.9238321,3362024
2015-12-29,40.5904084,-73.9763085,3361892
