ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area,num_crash,num_tree,crash_dens,tree_dens,area_acre
"163","3",Brooklyn,"016300","3016300",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047016300",6111.6645870800002739997580647468567,1980070.6459200000390410423278808593750,208.000000000000000,274.000000000000000,4.576,6.028,45.456
"162","3",Brooklyn,"016200","3016200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016200",8457.9505157099993084557354450225830,2543014.4023600001819431781768798828125,89.000000000000000,177.000000000000000,1.524,3.032,58.380
"161","3",Brooklyn,"016100","3016100",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047016100",6482.6906866999997873790562152862549,1964156.7204700000584125518798828125000,266.000000000000000,363.000000000000000,5.899,8.050,45.091
"168","3",Brooklyn,"016800","3016800",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047016800",5614.0307922900001358357258141040802,1792404.5413299999199807643890380859375,39.000000000000000,193.000000000000000,0.948,4.690,41.148
"167","3",Brooklyn,"016700","3016700",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016700",6192.5703746400004092720337212085724,1818135.6017599999904632568359375000000,113.000000000000000,435.000000000000000,2.707,10.422,41.739
"166","3",Brooklyn,"016600","3016600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016600",6807.4687526500001695239916443824768,2873519.8868300002068281173706054687500,73.000000000000000,467.000000000000000,1.107,7.079,65.967
"165","3",Brooklyn,"016500","3016500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016500",6739.8648875899998529348522424697876,2010390.7653999999165534973144531250000,145.000000000000000,511.000000000000000,3.142,11.072,46.152
"174","3",Brooklyn,"017400","3017400",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017400",5894.1984313499997369945049285888672,1773747.6721099999267607927322387695312,28.000000000000000,203.000000000000000,0.688,4.985,40.720
"172","3",Brooklyn,"017200","3017200",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017200",7259.5999215600004390580579638481140,2216345.8538000001572072505950927734375,88.000000000000000,188.000000000000000,1.730,3.695,50.880
"170","3",Brooklyn,"017000","3017000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017000",7327.4271331299996745656244456768036,2249706.6639700001105666160583496093750,125.000000000000000,209.000000000000000,2.420,4.047,51.646
"169","3",Brooklyn,"016900","3016900",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047016900",6152.5496607900004164548590779304504,2257354.4250800004228949546813964843750,87.000000000000000,459.000000000000000,1.679,8.857,51.822
"179","3",Brooklyn,"017900","3017900",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047017900",5330.1155553700000382377766072750092,1705006.9473399999551475048065185546875,142.000000000000000,330.000000000000000,3.628,8.431,39.142
"178","3",Brooklyn,"017800","3017800",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017800",6092.0420457099999111960642039775848,1765215.1741400000173598527908325195312,78.000000000000000,198.000000000000000,1.925,4.886,40.524
"176","3",Brooklyn,"017600","3017600",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017600",5485.7473381800000424846075475215912,1436936.8699700001161545515060424804688,35.000000000000000,207.000000000000000,1.061,6.275,32.988
"175","3",Brooklyn,"017500","3017500",,Green-Wood Cemetery,BK0771,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047017500",18789.0226011000013386365026235580444,21101598.4048000015318393707275390625000,180.000000000000000,200.000000000000000,0.372,0.413,484.426
"183","3",Brooklyn,"018300","3018300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018300",4935.7476689400000395835377275943756,1477789.7028399999253451824188232421875,99.000000000000000,386.000000000000000,2.918,11.378,33.925
"182","3",Brooklyn,"018200","3018200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018200",5730.2476820700003372621722519397736,1781148.7351400000043213367462158203125,53.000000000000000,145.000000000000000,1.296,3.546,40.890
"181","3",Brooklyn,"018100","3018100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018100",5495.1074951700002202414907515048981,1823380.1538400000426918268203735351562,101.000000000000000,468.000000000000000,2.413,11.180,41.859
"180","3",Brooklyn,"018000","3018000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018000",6100.9804576200003793928772211074829,1896108.6858099999371916055679321289062,76.000000000000000,196.000000000000000,1.746,4.503,43.529
"628","3",Brooklyn,"062800","3062800",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062800",43057.0675218000033055432140827178955,8304005.0992700001224875450134277343750,83.000000000000000,165.000000000000000,0.435,0.866,190.634
"626","3",Brooklyn,"062600","3062600",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062600",9998.5046728100005566375330090522766,3425960.9650799999944865703582763671875,68.000000000000000,277.000000000000000,0.865,3.522,78.649
"555","3",Brooklyn,"055500","3055500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055500",7293.5819853700004387064836919307709,2830412.1269000000320374965667724609375,126.000000000000000,312.000000000000000,1.939,4.802,64.977
"666","3",Brooklyn,"066600","3066600",,Marine Park-Plumb Island,BK1891,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066600",96948.2192921999958343803882598876953,43276896.2644999995827674865722656250000,129.000000000000000,444.000000000000000,0.130,0.447,993.501
"662","3",Brooklyn,"066200","3066200",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066200",8217.5242828699992969632148742675781,2488662.7217899998649954795837402343750,157.000000000000000,316.000000000000000,2.748,5.531,57.132
"504.01","3",Brooklyn,"050401","3050401",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050401",5416.8629640999997718608938157558441,1564161.0843400000594556331634521484375,68.000000000000000,238.000000000000000,1.894,6.628,35.908
"177","3",Brooklyn,"017700","3017700",,Prospect Park,BK5591,BK55,BK55 Prospect Park (JIA 55 Approximation),"36047017700",24199.0688582000002497807145118713379,27324218.9585999995470046997070312500000,488.000000000000000,893.000000000000000,0.778,1.424,627.278
"30","3",Brooklyn,"003000","3003000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003000",4749.1878967900001953239552676677704,1185319.8569799999240785837173461914062,40.000000000000000,123.000000000000000,1.470,4.520,27.211
"29.01","3",Brooklyn,"002901","3002901",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002901",4334.0556212499996036058291792869568,1167631.2930799999739974737167358398438,47.000000000000000,56.000000000000000,1.753,2.089,26.805
"23","3",Brooklyn,"002300","3002300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002300",6287.8738978600003974861465394496918,1961474.1034599998965859413146972656250,112.000000000000000,80.000000000000000,2.487,1.777,45.029
"22","3",Brooklyn,"002200","3002200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047002200",10237.4715242000002035638317465782166,3648873.7440900001674890518188476562500,243.000000000000000,363.000000000000000,2.901,4.333,83.767
"34","3",Brooklyn,"003400","3003400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003400",11226.5148855999996158061549067497253,5196417.4059600001201033592224121093750,39.000000000000000,347.000000000000000,0.327,2.909,119.293
"33","3",Brooklyn,"003300","3003300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003300",6350.5137615800003914046101272106171,1770404.9925200000870972871780395507812,321.000000000000000,295.000000000000000,7.898,7.258,40.643
"31.02","3",Brooklyn,"003102","3003102",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003102",4955.7228449800004455028101801872253,1467354.6917600000742822885513305664062,52.000000000000000,182.000000000000000,1.544,5.403,33.686
"31.01","3",Brooklyn,"003101","3003101",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003101",5490.8661813199996686307713389396667,1622624.7130499999038875102996826171875,150.000000000000000,131.000000000000000,4.027,3.517,37.250
"38","3",Brooklyn,"003800","3003800",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003800",5026.8670914399999674060381948947906,1367702.8735299999825656414031982421875,25.000000000000000,226.000000000000000,0.796,7.198,31.398
"37","3",Brooklyn,"003700","3003700",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003700",7273.2313806299998759641312062740326,1788976.4969399999827146530151367187500,326.000000000000000,224.000000000000000,7.938,5.454,41.069
"36","3",Brooklyn,"003600","3003600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003600",5022.6309564900002442300319671630859,1348886.9857300000730901956558227539062,56.000000000000000,255.000000000000000,1.808,8.235,30.966
"35","3",Brooklyn,"003500","3003500",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003500",5043.3255136600000696489587426185608,1433175.2298200000077486038208007812500,390.000000000000000,220.000000000000000,11.854,6.687,32.901
"44","3",Brooklyn,"004400","3004400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004400",8894.0911701099994388641789555549622,4502927.9876600001007318496704101562500,40.000000000000000,897.000000000000000,0.387,8.677,103.373
"43","3",Brooklyn,"004300","3004300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047004300",5705.3759466900000916211865842342377,1774542.7684500000905245542526245117188,277.000000000000000,393.000000000000000,6.800,9.647,40.738
"41","3",Brooklyn,"004100","3004100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047004100",5281.9083100799998646834865212440491,1743811.5344499999191612005233764648438,166.000000000000000,469.000000000000000,4.147,11.716,40.032
"39","3",Brooklyn,"003900","3003900",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003900",5102.7799477299995487555861473083496,1681273.0043599999044090509414672851562,347.000000000000000,305.000000000000000,8.990,7.902,38.597
"49","3",Brooklyn,"004900","3004900",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004900",5528.9903745700003128149546682834625,1051010.6296200000215321779251098632812,95.000000000000000,237.000000000000000,3.937,9.823,24.128
"47","3",Brooklyn,"004700","3004700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004700",9891.4059603700006846338510513305664,2928274.5837300000712275505065917968750,74.000000000000000,223.000000000000000,1.101,3.317,67.224
"46","3",Brooklyn,"004600","3004600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004600",10744.5192494999992049997672438621521,3099351.4778100000694394111633300781250,43.000000000000000,667.000000000000000,0.604,9.374,71.151
"45","3",Brooklyn,"004500","3004500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004500",5503.6839455899998938548378646373749,1835597.2100200001150369644165039062500,169.000000000000000,494.000000000000000,4.010,11.723,42.140
"53.01","3",Brooklyn,"005301","3005301",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005301",22003.2447448999992047902196645736694,6104697.2811700003221631050109863281250,111.000000000000000,520.000000000000000,0.792,3.710,140.145
"52.02","3",Brooklyn,"005202","3005202",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005202",5190.7137915699995573959313333034515,1398134.5214700000360608100891113281250,11.000000000000000,166.000000000000000,0.343,5.172,32.097
"52.01","3",Brooklyn,"005201","3005201",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005201",5503.9693713799997567548416554927826,1451018.3521799999289214611053466796875,16.000000000000000,202.000000000000000,0.480,6.064,33.311
"50","3",Brooklyn,"005000","3005000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005000",7824.7514060299999982817098498344421,2388874.4135199999436736106872558593750,37.000000000000000,481.000000000000000,0.675,8.771,54.841
"56.01","3",Brooklyn,"005601","3005601",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005601",6827.1277067199998782598413527011871,1855118.2058900000993162393569946289062,13.000000000000000,230.000000000000000,0.305,5.401,42.588
"54","3",Brooklyn,"005400","3005400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005400",7538.7245662200002698227763175964355,1740560.8560399997513741254806518554688,32.000000000000000,247.000000000000000,0.801,6.181,39.958
"53.03","3",Brooklyn,"005303","3005303",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005303",14703.1338254999991477234289050102234,3311574.2404800001531839370727539062500,23.000000000000000,15.000000000000000,0.303,0.197,76.023
"53.02","3",Brooklyn,"005302","3005302",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005302",27638.2322783000017807353287935256958,8312250.0475199995562434196472167968750,87.000000000000000,318.000000000000000,0.456,1.666,190.823
"62","3",Brooklyn,"006200","3006200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006200",5368.6816342299998723319731652736664,1746843.2995100000407546758651733398438,101.000000000000000,258.000000000000000,2.519,6.434,40.102
"60","3",Brooklyn,"006000","3006000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006000",5498.3342896800004382384940981864929,1639073.8701299999374896287918090820312,96.000000000000000,235.000000000000000,2.551,6.245,37.628
"58","3",Brooklyn,"005800","3005800",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005800",6098.1674960800000917515717446804047,2080303.3125100000761449337005615234375,86.000000000000000,282.000000000000000,1.801,5.905,47.757
"56.02","3",Brooklyn,"005602","3005602",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005602",5827.8454049700003452016972005367279,1436854.8796000001020729541778564453125,41.000000000000000,145.000000000000000,1.243,4.396,32.986
"3.01","3",Brooklyn,"000301","3000301",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000301",6525.1113382399998954497277736663818,2164337.2842600001022219657897949218750,42.000000000000000,371.000000000000000,0.845,7.467,49.686
"2","3",Brooklyn,"000200","3000200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047000200",9075.2851212000005034497007727622986,2952085.2473100000061094760894775390625,211.000000000000000,187.000000000000000,3.113,2.759,67.771
"1","3",Brooklyn,"000100","3000100",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000100",6611.4439597099999446072615683078766,2224101.0498700002208352088928222656250,150.000000000000000,450.000000000000000,2.938,8.814,51.058
"9","3",Brooklyn,"000900","3000900",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000900",5930.0817706300003919750452041625977,1769269.5061699999496340751647949218750,333.000000000000000,289.000000000000000,8.199,7.115,40.617
"7","3",Brooklyn,"000700","3000700",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000700",6253.2884812900001634261570870876312,1881577.5896999998949468135833740234375,125.000000000000000,439.000000000000000,2.894,10.163,43.195
"5.02","3",Brooklyn,"000502","3000502",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000502",4902.4796848899995893589220941066742,1041529.0906399999512359499931335449219,104.000000000000000,295.000000000000000,4.350,12.338,23.910
"5.01","3",Brooklyn,"000501","3000501",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000501",4828.1702757100001690560020506381989,901507.0301990000298246741294860839844,65.000000000000000,263.000000000000000,3.141,12.708,20.696
"18.01","3",Brooklyn,"001801","3001801",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001801",22133.6058491000003414228558540344238,5139571.4913699999451637268066406250000,202.000000000000000,32.000000000000000,1.712,0.271,117.988
"15.02","3",Brooklyn,"001502","3001502",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001502",5512.1909894399996119318529963493347,1520130.8851300000678747892379760742188,291.000000000000000,242.000000000000000,8.339,6.935,34.897
"15.01","3",Brooklyn,"001501","3001501",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001501",6693.2249439099996379809454083442688,1776324.9044500000309199094772338867188,386.000000000000000,134.000000000000000,9.466,3.286,40.779
"11","3",Brooklyn,"001100","3001100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001100",5758.2128227699995477451011538505554,1811205.7098900000564754009246826171875,207.000000000000000,178.000000000000000,4.978,4.281,41.580
"20","3",Brooklyn,"002000","3002000",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047002000",5426.0396678600000086589716374874115,1620781.0844099998939782381057739257812,140.000000000000000,133.000000000000000,3.763,3.575,37.208
"18.04","3",Brooklyn,"001804","3001804",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001804",11940.6183151999994151992723345756531,3642808.8531200001016259193420410156250,62.000000000000000,47.000000000000000,0.741,0.562,83.627
"18.03","3",Brooklyn,"001803","3001803",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001803",29212.3843588000017916783690452575684,6887216.9745300002396106719970703125000,121.000000000000000,114.000000000000000,0.765,0.721,158.109
"18.02","3",Brooklyn,"001802","3001802",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001802",17353.1404714999989664647728204727173,6395102.6452999999746680259704589843750,78.000000000000000,59.000000000000000,0.531,0.402,146.811
"399","3",Brooklyn,"039900","3039900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039900",6391.3487471899998126900754868984222,1627809.1794400000944733619689941406250,175.000000000000000,268.000000000000000,4.683,7.172,37.369
"398","3",Brooklyn,"039800","3039800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039800",7062.9373800399998799548484385013580,2184133.4657000000588595867156982421875,69.000000000000000,163.000000000000000,1.376,3.251,50.141
"397","3",Brooklyn,"039700","3039700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039700",6560.6817201300000306218862533569336,1712820.5001900000497698783874511718750,178.000000000000000,277.000000000000000,4.527,7.045,39.321
"396","3",Brooklyn,"039600","3039600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039600",5569.9602125999999771011061966419220,1757819.2531399999279528856277465820312,50.000000000000000,366.000000000000000,1.239,9.070,40.354
"403","3",Brooklyn,"040300","3040300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040300",6937.0177080499997828155755996704102,2208072.0050699999555945396423339843750,145.000000000000000,293.000000000000000,2.861,5.780,50.690
"402","3",Brooklyn,"040200","3040200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040200",5858.2721523099999103578738868236542,2126179.9129200000315904617309570312500,93.000000000000000,217.000000000000000,1.905,4.446,48.810
"401","3",Brooklyn,"040100","3040100",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040100",5246.2999120000004040775820612907410,1718319.0317299999296665191650390625000,128.000000000000000,239.000000000000000,3.245,6.059,39.447
"400","3",Brooklyn,"040000","3040000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040000",6639.7637023200004477985203266143799,2058373.1204800000414252281188964843750,71.000000000000000,260.000000000000000,1.503,5.502,47.254
"407","3",Brooklyn,"040700","3040700",,The Evergreens Cemetery,BK0471,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040700",10950.2093498999984149122610688209534,5585573.1867800001055002212524414062500,81.000000000000000,18.000000000000000,0.632,0.140,128.227
"406","3",Brooklyn,"040600","3040600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040600",5563.9659442499996657716110348701477,1584439.8234699999447911977767944335938,53.000000000000000,261.000000000000000,1.457,7.175,36.374
"405","3",Brooklyn,"040500","3040500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040500",5083.9778014499997880193404853343964,1496440.3169199998956173658370971679688,125.000000000000000,148.000000000000000,3.639,4.308,34.354
"404","3",Brooklyn,"040400","3040400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040400",7953.5416544600002453080378472805023,1653839.7904600000474601984024047851562,83.000000000000000,248.000000000000000,2.186,6.532,37.967
"411","3",Brooklyn,"041100","3041100",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041100",4966.6630098499999803607352077960968,1433607.1524400000926107168197631835938,74.000000000000000,211.000000000000000,2.248,6.411,32.911
"410","3",Brooklyn,"041000","3041000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041000",5990.2649637100003019440919160842896,1537209.6233800000045448541641235351562,33.000000000000000,210.000000000000000,0.935,5.951,35.289
"409","3",Brooklyn,"040900","3040900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040900",5315.5379763800001455820165574550629,1773606.9917899998836219310760498046875,53.000000000000000,245.000000000000000,1.302,6.017,40.716
"408","3",Brooklyn,"040800","3040800",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040800",5644.7222326900000552996061742305756,1652207.6340000000782310962677001953125,51.000000000000000,179.000000000000000,1.345,4.719,37.929
"414.02","3",Brooklyn,"041402","3041402",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041402",5695.7663185399997018976137042045593,1659482.1308699999935925006866455078125,104.000000000000000,463.000000000000000,2.730,12.154,38.096
"414.01","3",Brooklyn,"041401","3041401",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041401",5189.9690590800000791205093264579773,1454192.4173900000751018524169921875000,63.000000000000000,285.000000000000000,1.887,8.537,33.384
"413","3",Brooklyn,"041300","3041300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041300",5284.9026250999995681922882795333862,1745182.8634500000625848770141601562500,86.000000000000000,313.000000000000000,2.147,7.813,40.064
"412","3",Brooklyn,"041200","3041200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047041200",5466.7829936600001019542105495929718,1780125.3154700000304728746414184570312,77.000000000000000,185.000000000000000,1.884,4.527,40.866
"418","3",Brooklyn,"041800","3041800",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041800",6582.8651058699997520307078957557678,1773170.3844999999273568391799926757812,162.000000000000000,369.000000000000000,3.980,9.065,40.706
"417","3",Brooklyn,"041700","3041700",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041700",5025.0152192499999728170223534107208,1519400.5948099999222904443740844726562,66.000000000000000,323.000000000000000,1.892,9.260,34.881
"416","3",Brooklyn,"041600","3041600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041600",6169.2807813199997326591983437538147,1749784.4997900000307708978652954101562,115.000000000000000,324.000000000000000,2.863,8.066,40.170
"415","3",Brooklyn,"041500","3041500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041500",5326.7249086700003317673690617084503,1750287.7437499999068677425384521484375,95.000000000000000,360.000000000000000,2.364,8.959,40.181
"422","3",Brooklyn,"042200","3042200",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042200",6172.1089075999998385668732225894928,2443185.6151999998837709426879882812500,201.000000000000000,442.000000000000000,3.584,7.880,56.088
"421","3",Brooklyn,"042100","3042100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042100",5252.7717091399999844725243747234344,1651413.3340799999423325061798095703125,118.000000000000000,281.000000000000000,3.113,7.412,37.911
"420","3",Brooklyn,"042000","3042000",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047042000",6966.6542716000003565568476915359497,1820928.7879900000989437103271484375000,234.000000000000000,335.000000000000000,5.598,8.014,41.803
"419","3",Brooklyn,"041900","3041900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041900",5222.7002546000003349035978317260742,1646861.6882400000467896461486816406250,59.000000000000000,263.000000000000000,1.561,6.956,37.807
