ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area,num_crash,num_tree,crash_dens,tree_dens,area_acre
"874.01","3",Brooklyn,"087401","3087401",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047087401",5380.1781429900001967325806617736816,1405622.8828900000080466270446777343750,111.000000000000000,130.000000000000000,3.440,4.029,32.269
"872","3",Brooklyn,"087200","3087200",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047087200",5610.4115494099996794830076396465302,1583318.1475500001106411218643188476562,65.000000000000000,189.000000000000000,1.788,5.200,36.348
"870","3",Brooklyn,"087000","3087000",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047087000",5647.0360572700001284829340875148773,1676352.3511200000066310167312622070312,107.000000000000000,298.000000000000000,2.780,7.743,38.484
"882","3",Brooklyn,"088200","3088200",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088200",8734.8058467800001380965113639831543,2188028.2017100001685321331024169921875,87.000000000000000,299.000000000000000,1.732,5.953,50.230
"880.02","3",Brooklyn,"088002","3088002",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088002",6123.5162609199996950337663292884827,1088856.5025500000920146703720092773438,126.000000000000000,161.000000000000000,5.041,6.441,24.997
"880.01","3",Brooklyn,"088001","3088001",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047088001",3788.7472927300000264949630945920944,874304.8133249999955296516418457031250,137.000000000000000,67.000000000000000,6.826,3.338,20.071
"878","3",Brooklyn,"087800","3087800",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047087800",6146.7946535600003699073567986488342,1629553.1238599999342113733291625976562,164.000000000000000,272.000000000000000,4.384,7.271,37.409
"890","3",Brooklyn,"089000","3089000",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047089000",9452.9098598700002185069024562835693,2672111.4377000001259148120880126953125,287.000000000000000,311.000000000000000,4.679,5.070,61.343
"888","3",Brooklyn,"088800","3088800",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088800",6496.1623640400002841488458216190338,2166355.7099799998104572296142578125000,161.000000000000000,311.000000000000000,3.237,6.253,49.733
"886","3",Brooklyn,"088600","3088600",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088600",6406.1401007799995568348094820976257,1935334.1435700000729411840438842773438,138.000000000000000,275.000000000000000,3.106,6.190,44.429
"884","3",Brooklyn,"088400","3088400",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088400",6494.4299172900000485242344439029694,1797772.8872700000647455453872680664062,91.000000000000000,269.000000000000000,2.205,6.518,41.271
"898","3",Brooklyn,"089800","3089800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089800",5546.6835313199999291100539267063141,1661400.0590500002726912498474121093750,56.000000000000000,198.000000000000000,1.468,5.191,38.140
"896","3",Brooklyn,"089600","3089600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089600",5646.7170496099997762939892709255219,1605933.7939100000075995922088623046875,78.000000000000000,237.000000000000000,2.116,6.429,36.867
"894","3",Brooklyn,"089400","3089400",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089400",6291.0463713999997708015143871307373,1853454.0737199999857693910598754882812,68.000000000000000,285.000000000000000,1.598,6.698,42.549
"892","3",Brooklyn,"089200","3089200",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047089200",7700.0892071799999030190519988536835,1932402.8133799999486654996871948242188,188.000000000000000,237.000000000000000,4.238,5.342,44.362
"908","3",Brooklyn,"090800","3090800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090800",7555.7779761100000541773624718189240,3194827.5067199999466538429260253906250,163.000000000000000,283.000000000000000,2.222,3.859,73.343
"906","3",Brooklyn,"090600","3090600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090600",6160.4625079500001447740942239761353,2107750.7667499999515712261199951171875,116.000000000000000,159.000000000000000,2.397,3.286,48.387
"902","3",Brooklyn,"090200","3090200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090200",6035.6801585499997599981725215911865,2051102.8537600000854581594467163085938,87.000000000000000,200.000000000000000,1.848,4.247,47.087
"900","3",Brooklyn,"090000","3090000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090000",6709.2477856699988478794693946838379,2645361.1172199998982250690460205078125,146.000000000000000,398.000000000000000,2.404,6.554,60.729
"918","3",Brooklyn,"091800","3091800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091800",6504.8367500200001813936978578567505,2256021.2014199998229742050170898437500,97.000000000000000,353.000000000000000,1.873,6.816,51.791
"916","3",Brooklyn,"091600","3091600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091600",6785.2042558800003462238237261772156,2321085.4925299999304115772247314453125,137.000000000000000,323.000000000000000,2.571,6.062,53.285
"912","3",Brooklyn,"091200","3091200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091200",5530.1359171699996295501478016376495,1800466.6238400000147521495819091796875,108.000000000000000,108.000000000000000,2.613,2.613,41.333
"910","3",Brooklyn,"091000","3091000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091000",6092.2106653999999252846464514732361,2281443.7301699998788535594940185546875,93.000000000000000,112.000000000000000,1.776,2.138,52.375
"928","3",Brooklyn,"092800","3092800",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047092800",5332.8551056099995548720471560955048,1691579.1927499999292194843292236328125,148.000000000000000,117.000000000000000,3.811,3.013,38.833
"924","3",Brooklyn,"092400","3092400",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092400",8447.4214714900008402764797210693359,2709111.0406100000254809856414794921875,219.000000000000000,353.000000000000000,3.521,5.676,62.193
"922","3",Brooklyn,"092200","3092200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092200",7737.1126148800003647920675575733185,1742724.0127799999900162220001220703125,199.000000000000000,163.000000000000000,4.974,4.074,40.007
"920","3",Brooklyn,"092000","3092000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092000",6731.2704451999998127575963735580444,2554843.4666200000792741775512695312500,119.000000000000000,308.000000000000000,2.029,5.251,58.651
"546","3",Brooklyn,"054600","3054600",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054600",6699.3139326099999379948712885379791,1942537.9388099999632686376571655273438,132.000000000000000,392.000000000000000,2.960,8.790,44.595
"544","3",Brooklyn,"054400","3054400",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054400",5970.7752823999999236548319458961487,2045270.5057600000873208045959472656250,100.000000000000000,366.000000000000000,2.130,7.795,46.953
"542","3",Brooklyn,"054200","3054200",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054200",5962.8137852399995608720928430557251,2036089.7645399998873472213745117187500,197.000000000000000,255.000000000000000,4.215,5.455,46.742
"539","3",Brooklyn,"053900","3053900",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053900",4356.2040800499999022576957941055298,1091542.9118999999482184648513793945312,59.000000000000000,147.000000000000000,2.355,5.866,25.058
"550","3",Brooklyn,"055000","3055000",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055000",5722.0603458599998702993616461753845,1937232.6531299999915063381195068359375,113.000000000000000,285.000000000000000,2.541,6.408,44.473
"549","3",Brooklyn,"054900","3054900",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054900",6845.7771518199997444753535091876984,2097786.5235600001178681850433349609375,108.000000000000000,280.000000000000000,2.243,5.814,48.159
"548","3",Brooklyn,"054800","3054800",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047054800",7900.2839053500001682550646364688873,1864436.1758999999146908521652221679688,77.000000000000000,414.000000000000000,1.799,9.672,42.802
"547","3",Brooklyn,"054700","3054700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054700",5664.2861294599997563636861741542816,1825019.4630100000649690628051757812500,74.000000000000000,248.000000000000000,1.766,5.919,41.897
"554","3",Brooklyn,"055400","3055400",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055400",5578.3648563500000818748958408832550,1821785.8691199999302625656127929687500,222.000000000000000,195.000000000000000,5.308,4.663,41.822
"553","3",Brooklyn,"055300","3055300",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055300",5513.5944566999996823142282664775848,1681865.7052400000393390655517578125000,143.000000000000000,344.000000000000000,3.704,8.910,38.610
"552","3",Brooklyn,"055200","3055200",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055200",5520.8947269399996002903208136558533,1805017.4797400000970810651779174804688,137.000000000000000,211.000000000000000,3.306,5.092,41.437
"551","3",Brooklyn,"055100","3055100",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055100",7122.6772639099999651079997420310974,2510928.2156600002199411392211914062500,123.000000000000000,346.000000000000000,2.134,6.002,57.643
"560","3",Brooklyn,"056000","3056000",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056000",5761.2593234300002222880721092224121,1988439.7418700000271201133728027343750,101.000000000000000,294.000000000000000,2.213,6.441,45.648
"558","3",Brooklyn,"055800","3055800",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055800",5599.3451542200000403681769967079163,1847310.3045699999202042818069458007812,38.000000000000000,255.000000000000000,0.896,6.013,42.408
"557","3",Brooklyn,"055700","3055700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055700",7401.2921014300000024377368390560150,3195112.3525499999523162841796875000000,113.000000000000000,275.000000000000000,1.541,3.749,73.350
"556","3",Brooklyn,"055600","3055600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055600",5871.3574204899996402673423290252686,2079990.3523399999830871820449829101562,99.000000000000000,296.000000000000000,2.073,6.199,47.750
"564","3",Brooklyn,"056400","3056400",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056400",6411.1929041699995650560595095157623,1972387.6908799998927861452102661132812,53.000000000000000,337.000000000000000,1.170,7.443,45.280
"563.01","3",Brooklyn,"056301","3056301",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056301",5884.6899748199994064634665846824646,1932228.6343900000210851430892944335938,59.000000000000000,345.000000000000000,1.330,7.778,44.358
"562","3",Brooklyn,"056200","3056200",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056200",5590.0854904600000736536458134651184,1838820.7447699999902397394180297851562,44.000000000000000,302.000000000000000,1.042,7.154,42.214
"561","3",Brooklyn,"056100","3056100",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056100",8469.7915207099995313910767436027527,3577848.1837300001643598079681396484375,188.000000000000000,428.000000000000000,2.289,5.211,82.136
"569","3",Brooklyn,"056900","3056900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056900",5735.0621126300002288189716637134552,1376243.6534400000236928462982177734375,97.000000000000000,198.000000000000000,3.070,6.267,31.594
"568","3",Brooklyn,"056800","3056800",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056800",5221.4524359699998967698775231838226,1267976.2040500000584870576858520507812,23.000000000000000,220.000000000000000,0.790,7.558,29.109
"566","3",Brooklyn,"056600","3056600",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056600",5577.8400875300003463053144514560699,1846300.3342999999877065420150756835938,62.000000000000000,304.000000000000000,1.463,7.172,42.385
"565","3",Brooklyn,"056500","3056500",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056500",6717.4389620000001741573214530944824,2557314.2579899998381733894348144531250,108.000000000000000,369.000000000000000,1.840,6.285,58.708
"573","3",Brooklyn,"057300","3057300",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057300",5625.8688148199998977361246943473816,1831149.7496799998916685581207275390625,117.000000000000000,290.000000000000000,2.783,6.899,42.037
"572","3",Brooklyn,"057200","3057200",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057200",6491.8944671999997808597981929779053,2622725.2164099998772144317626953125000,78.000000000000000,45.000000000000000,1.295,0.747,60.209
"571","3",Brooklyn,"057100","3057100",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057100",5516.2107495700001891236752271652222,1892836.4620600000489503145217895507812,130.000000000000000,404.000000000000000,2.992,9.297,43.454
"570","3",Brooklyn,"057000","3057000",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057000",8653.4163826399999379646033048629761,2824696.8681399999186396598815917968750,101.000000000000000,372.000000000000000,1.558,5.737,64.846
"578","3",Brooklyn,"057800","3057800",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057800",5522.4137570599996251985430717468262,1853782.0653800000436604022979736328125,106.000000000000000,264.000000000000000,2.491,6.203,42.557
"576","3",Brooklyn,"057600","3057600",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057600",5342.0010980300003211596049368381500,1707334.5019300000276416540145874023438,77.000000000000000,269.000000000000000,1.965,6.863,39.195
"575","3",Brooklyn,"057500","3057500",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057500",6995.2392221999998582759872078895569,1952560.4305000000167638063430786132812,173.000000000000000,315.000000000000000,3.859,7.027,44.825
"574","3",Brooklyn,"057400","3057400",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057400",6539.2389377500003320164978504180908,1713577.6213599999900907278060913085938,46.000000000000000,282.000000000000000,1.169,7.169,39.338
"508.04","3",Brooklyn,"050804","3050804",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050804",4305.9477462100003322120755910873413,1110945.7000899999402463436126708984375,151.000000000000000,156.000000000000000,5.921,6.117,25.504
"508.01","3",Brooklyn,"050801","3050801",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050801",3754.8073845700000674696639180183411,843739.4891310000093653798103332519531,198.000000000000000,95.000000000000000,10.222,4.904,19.370
"507","3",Brooklyn,"050700","3050700",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050700",6142.6152208000003156485036015510559,1877637.0270100000780075788497924804688,225.000000000000000,210.000000000000000,5.220,4.872,43.105
"505","3",Brooklyn,"050500","3050500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050500",6040.6819313100004364969208836555481,1823285.5964200000744313001632690429688,95.000000000000000,317.000000000000000,2.270,7.573,41.857
"511","3",Brooklyn,"051100","3051100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051100",5290.6590778399995542713440954685211,1711548.9102300000376999378204345703125,100.000000000000000,236.000000000000000,2.545,6.006,39.292
"510.02","3",Brooklyn,"051002","3051002",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051002",4483.6092657400004100054502487182617,1152098.8139599999412894248962402343750,153.000000000000000,90.000000000000000,5.785,3.403,26.449
"510.01","3",Brooklyn,"051001","3051001",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051001",3652.7260507099999813362956047058105,828176.3973860000260174274444580078125,89.000000000000000,59.000000000000000,4.681,3.103,19.012
"509","3",Brooklyn,"050900","3050900",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050900",5020.2541981499998655635863542556763,1526103.1871100000571459531784057617188,92.000000000000000,297.000000000000000,2.626,8.477,35.035
"516.01","3",Brooklyn,"051601","3051601",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051601",4556.0098286700003882288001477718353,1247781.4053100000601261854171752929688,149.000000000000000,172.000000000000000,5.202,6.005,28.645
"515","3",Brooklyn,"051500","3051500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051500",6866.8210749899999427725560963153839,2013938.7657200000248849391937255859375,59.000000000000000,320.000000000000000,1.276,6.921,46.234
"514","3",Brooklyn,"051400","3051400",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051400",6293.5624699399995733983814716339111,1949161.5978399999439716339111328125000,117.000000000000000,263.000000000000000,2.615,5.877,44.747
"513","3",Brooklyn,"051300","3051300",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051300",7164.9265133899998545530252158641815,2775918.8771799998357892036437988281250,280.000000000000000,363.000000000000000,4.394,5.696,63.726
"519","3",Brooklyn,"051900","3051900",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051900",7491.2544643800001722411252558231354,2959027.7420500000007450580596923828125,189.000000000000000,525.000000000000000,2.782,7.729,67.930
"518","3",Brooklyn,"051800","3051800",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051800",6299.5753261899999415618367493152618,2170111.4136299998499453067779541015625,117.000000000000000,380.000000000000000,2.349,7.628,49.819
"517","3",Brooklyn,"051700","3051700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051700",6225.1786916299997756141237914562225,2020312.3924300000071525573730468750000,116.000000000000000,311.000000000000000,2.501,6.705,46.380
"516.02","3",Brooklyn,"051602","3051602",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051602",4557.1631887000003189314156770706177,979567.9835879999445751309394836425781,108.000000000000000,106.000000000000000,4.803,4.714,22.488
"526","3",Brooklyn,"052600","3052600",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052600",6736.7247533500003555673174560070038,1823527.0974500000011175870895385742188,101.000000000000000,418.000000000000000,2.413,9.985,41.862
"525","3",Brooklyn,"052500","3052500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052500",5018.7487535800000841845758259296417,1340183.5566100000869482755661010742188,158.000000000000000,161.000000000000000,5.136,5.233,30.766
"523","3",Brooklyn,"052300","3052300",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052300",5054.8086312599998564110137522220612,1555953.9319400000385940074920654296875,133.000000000000000,291.000000000000000,3.723,8.147,35.720
"520","3",Brooklyn,"052000","3052000",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052000",6972.9377620300001581199467182159424,2056594.5924500001128762960433959960938,87.000000000000000,422.000000000000000,1.843,8.938,47.213
"530","3",Brooklyn,"053000","3053000",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053000",5637.1140187900000455556437373161316,1861289.9602799999993294477462768554688,135.000000000000000,185.000000000000000,3.159,4.330,42.729
"529","3",Brooklyn,"052900","3052900",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052900",6118.9840818000002400367520749568939,1882580.8434800000395625829696655273438,111.000000000000000,256.000000000000000,2.568,5.923,43.218
"528","3",Brooklyn,"052800","3052800",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052800",7275.9021689900000637862831354141235,1891640.2870300000067800283432006835938,48.000000000000000,506.000000000000000,1.105,11.652,43.426
"527","3",Brooklyn,"052700","3052700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052700",6487.3953988200000821962021291255951,2047896.1713199999649077653884887695312,172.000000000000000,331.000000000000000,3.659,7.041,47.013
"533","3",Brooklyn,"053300","3053300",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053300",6035.1024985200001538032665848731995,2078811.9970199998933821916580200195312,137.000000000000000,416.000000000000000,2.871,8.717,47.723
"532","3",Brooklyn,"053200","3053200",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053200",6887.3404428699996060458943247795105,1876179.1097299999091774225234985351562,57.000000000000000,296.000000000000000,1.323,6.872,43.071
"531.02","3",Brooklyn,"053102","3053102",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053102",5237.9811154700000770390033721923828,892907.8522789999842643737792968750000,186.000000000000000,202.000000000000000,9.074,9.855,20.498
"531.01","3",Brooklyn,"053101","3053101",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053101",4230.1189074100002471823245286941528,848807.9092309999978169798851013183594,86.000000000000000,186.000000000000000,4.413,9.545,19.486
"538","3",Brooklyn,"053800","3053800",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053800",5802.0582238400002097478136420249939,1770108.3679700000211596488952636718750,143.000000000000000,295.000000000000000,3.519,7.260,40.636
"537","3",Brooklyn,"053700","3053700",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053700",5673.1564715200001955963671207427979,1802604.1236799999605864286422729492188,353.000000000000000,257.000000000000000,8.530,6.210,41.382
"535","3",Brooklyn,"053500","3053500",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053500",5212.9878301899989310186356306076050,1406193.2792400000616908073425292968750,110.000000000000000,322.000000000000000,3.407,9.975,32.282
"534","3",Brooklyn,"053400","3053400",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053400",5639.9513839100000041071325540542603,1866105.7791500000748783349990844726562,152.000000000000000,262.000000000000000,3.548,6.116,42.840
"652","3",Brooklyn,"065200","3065200",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047065200",6363.2773695599998973193578422069550,1882864.4511400000192224979400634765625,78.000000000000000,296.000000000000000,1.805,6.848,43.225
"650","3",Brooklyn,"065000","3065000",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047065000",5765.9375576100001126178540289402008,1789145.9859199998900294303894042968750,83.000000000000000,221.000000000000000,2.021,5.381,41.073
"648","3",Brooklyn,"064800","3064800",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047064800",5217.2647728100000676931813359260559,1631120.7831699999514967203140258789062,16.000000000000000,249.000000000000000,0.427,6.650,37.445
"646","3",Brooklyn,"064600","3064600",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047064600",5619.5892260600003282888792455196381,1782721.3977300000842660665512084960938,24.000000000000000,254.000000000000000,0.586,6.206,40.926
"660","3",Brooklyn,"066000","3066000",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066000",5223.5969133299995519337244331836700,1639605.3504699999466538429260253906250,29.000000000000000,238.000000000000000,0.770,6.323,37.640
"658","3",Brooklyn,"065800","3065800",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047065800",6272.7162008900004366296343505382538,1650702.2788599999621510505676269531250,30.000000000000000,248.000000000000000,0.792,6.544,37.895
"656","3",Brooklyn,"065600","3065600",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047065600",5236.6605145300000003771856427192688,1653144.0129800001159310340881347656250,31.000000000000000,278.000000000000000,0.817,7.325,37.951
"654","3",Brooklyn,"065400","3065400",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047065400",6780.0033187400003953371196985244751,1631231.6237300001084804534912109375000,34.000000000000000,295.000000000000000,0.908,7.878,37.448
"676","3",Brooklyn,"067600","3067600",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047067600",6353.5350317000002178247086703777313,1672665.8393500000238418579101562500000,90.000000000000000,231.000000000000000,2.344,6.016,38.399
"674","3",Brooklyn,"067400","3067400",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047067400",7270.4980133899998691049404442310333,2039940.9256599999498575925827026367188,62.000000000000000,219.000000000000000,1.324,4.676,46.831
"672","3",Brooklyn,"067200","3067200",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047067200",8333.1654703700005484279245138168335,1869823.2900400001090019941329956054688,75.000000000000000,163.000000000000000,1.747,3.797,42.925
"670","3",Brooklyn,"067000","3067000",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047067000",6229.3502705900000364636071026325226,2243640.0564999999478459358215332031250,135.000000000000000,365.000000000000000,2.621,7.086,51.507
"686","3",Brooklyn,"068600","3068600",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047068600",6255.0905743000002985354512929916382,1592924.3607300000730901956558227539062,66.000000000000000,243.000000000000000,1.805,6.645,36.569
"682","3",Brooklyn,"068200","3068200",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047068200",6486.6963609399999768356792628765106,2176848.6941800001077353954315185546875,70.000000000000000,264.000000000000000,1.401,5.283,49.974
